Tabelle: 12621-0001;;
Sterbetafel (Periodensterbetafel): Deutschland, Jahre,;;
Geschlecht, Vollendetes Alter;;
Sterbetafeln;;
Deutschland;;
;;Sterbewahrscheinlichkeit [q(x)]
;;Ziffer
1991/93;;
;68 Jahre;0,01003801
;69 Jahre;0,01134887
;70 Jahre;0,01272941
;71 Jahre;0,01434518
;72 Jahre;0,01631093
;73 Jahre;0,01806278
;74 Jahre;0,02050672
;75 Jahre;0,02339836
;76 Jahre;0,02659978
;77 Jahre;0,02986595
;78 Jahre;0,03405580
;79 Jahre;0,03885141
;80 Jahre;0,04493777
;81 Jahre;0,05106285
;82 Jahre;0,05815308
;83 Jahre;0,06706913
;84 Jahre;0,07553023
;85 Jahre;0,08944778
;86 Jahre;0,09826922
;87 Jahre;0,11029533
;88 Jahre;0,11944660
;89 Jahre;0,13779062
;90 Jahre;0,15802638
;91 Jahre;0,17780888
;92 Jahre;0,20118108
;93 Jahre;0,21850055
;94 Jahre;0,23843117
;95 Jahre;0,25896269
;96 Jahre;0,27300789
;97 Jahre;0,29354265
;98 Jahre;0,31442059
;99 Jahre;0,33557623
;100 Jahre;0,35694500
2006/08;;
männlich;0 Jahre;0,00412898
;1 Jahr;0,00034097
;2 Jahre;0,00019479
;3 Jahre;0,00015594
;4 Jahre;0,00013277
;5 Jahre;0,00012375
;6 Jahre;0,00010433
;7 Jahre;0,00010028
;8 Jahre;0,00010393
;9 Jahre;0,00009503
;10 Jahre;0,00008668
;11 Jahre;0,00009638
;12 Jahre;0,00012273
;13 Jahre;0,00010216
;14 Jahre;0,00014751
;15 Jahre;0,00019766
;16 Jahre;0,00030682
;17 Jahre;0,00034807
;18 Jahre;0,00058370
;19 Jahre;0,00059337
;20 Jahre;0,00060708
;21 Jahre;0,00059618
;22 Jahre;0,00058988
;23 Jahre;0,00058444
;24 Jahre;0,00058125
;25 Jahre;0,00059836
;26 Jahre;0,00063962
;27 Jahre;0,00059341
;28 Jahre;0,00061517
;29 Jahre;0,00063519
;30 Jahre;0,00064855
;31 Jahre;0,00071004
;32 Jahre;0,00073963
;33 Jahre;0,00075453
;34 Jahre;0,00081342
;35 Jahre;0,00085939
;36 Jahre;0,00091878
;37 Jahre;0,00102741
;38 Jahre;0,00109950
;39 Jahre;0,00124573
;40 Jahre;0,00142355
;41 Jahre;0,00153742
;42 Jahre;0,00172937
;43 Jahre;0,00199904
;44 Jahre;0,00224793
;45 Jahre;0,00251592
;46 Jahre;0,00283893
;47 Jahre;0,00319395
;48 Jahre;0,00361170
;49 Jahre;0,00402687
;50 Jahre;0,00436562
;51 Jahre;0,00488357
;52 Jahre;0,00541208
;53 Jahre;0,00586126
;54 Jahre;0,00645323
;55 Jahre;0,00691343
;56 Jahre;0,00754479
;57 Jahre;0,00790475
;58 Jahre;0,00892193
;59 Jahre;0,00973045
;60 Jahre;0,01048276
;61 Jahre;0,01139160
;62 Jahre;0,01226186
;63 Jahre;0,01351658
;64 Jahre;0,01437443
;65 Jahre;0,01556361
;66 Jahre;0,01712982
;67 Jahre;0,01825950
;68 Jahre;0,02010342
;69 Jahre;0,02189653
;70 Jahre;0,02407009
;71 Jahre;0,02700785
;72 Jahre;0,02987563
;73 Jahre;0,03307318
;74 Jahre;0,03699014
;75 Jahre;0,04101560
;76 Jahre;0,04562412
;77 Jahre;0,05042111
;78 Jahre;0,05630992
;79 Jahre;0,06087099
;80 Jahre;0,06774769
;81 Jahre;0,07505303
;82 Jahre;0,08283999
;83 Jahre;0,09157539
;84 Jahre;0,10184207
;85 Jahre;0,11320000
;86 Jahre;0,12954713
;87 Jahre;0,13705829
;88 Jahre;0,15074533
;89 Jahre;0,15660179
;90 Jahre;0,17582528
;91 Jahre;0,19964525
;92 Jahre;0,21721134
;93 Jahre;0,23457904
;94 Jahre;0,25338235
;95 Jahre;0,27263124
;96 Jahre;0,29233754
;97 Jahre;0,31243652
;98 Jahre;0,33286371
;99 Jahre;0,35355518
;100 Jahre;0,37444792
weiblich;0 Jahre;0,00334497
;1 Jahr;0,00027888
;2 Jahre;0,00017187
;3 Jahre;0,00014298
;4 Jahre;0,00011700
;5 Jahre;0,00008464
;6 Jahre;0,00007165
;7 Jahre;0,00007094
;8 Jahre;0,00007038
;9 Jahre;0,00006508
;10 Jahre;0,00007171
;11 Jahre;0,00007664
;12 Jahre;0,00007594
;13 Jahre;0,00011108
;14 Jahre;0,00012081
;15 Jahre;0,00013897
;16 Jahre;0,00014956
;17 Jahre;0,00017819
;18 Jahre;0,00021881
;19 Jahre;0,00023133
;20 Jahre;0,00020691
;21 Jahre;0,00020836
;22 Jahre;0,00023804
;23 Jahre;0,00024297
;24 Jahre;0,00021168
;25 Jahre;0,00022564
;26 Jahre;0,00025402
;27 Jahre;0,00026230
;28 Jahre;0,00024528
;29 Jahre;0,00028251
;30 Jahre;0,00028920
;31 Jahre;0,00032070
;32 Jahre;0,00032161
;33 Jahre;0,00037696
;34 Jahre;0,00039281
;35 Jahre;0,00045140
;36 Jahre;0,00049061
;37 Jahre;0,00052598
;38 Jahre;0,00060413
;39 Jahre;0,00070827
;40 Jahre;0,00073795
;41 Jahre;0,00085319
;42 Jahre;0,00098771
;43 Jahre;0,00108882
;44 Jahre;0,00114276
;45 Jahre;0,00142217
;46 Jahre;0,00159558
;47 Jahre;0,00178688
;48 Jahre;0,00186829
;49 Jahre;0,00211348
;50 Jahre;0,00240425
;51 Jahre;0,00254923
;52 Jahre;0,00279596
;53 Jahre;0,00299747
;54 Jahre;0,00321217
;55 Jahre;0,00356744
;56 Jahre;0,00382704
;57 Jahre;0,00421849
;58 Jahre;0,00454586
;59 Jahre;0,00486127
;60 Jahre;0,00532936
;61 Jahre;0,00596030
;62 Jahre;0,00617051
;63 Jahre;0,00668625
;64 Jahre;0,00706298
;65 Jahre;0,00750715
;66 Jahre;0,00821607
;67 Jahre;0,00891718
;68 Jahre;0,00994091
;69 Jahre;0,01100005
;70 Jahre;0,01223359
;71 Jahre;0,01387680
;72 Jahre;0,01584858
;73 Jahre;0,01784575
;74 Jahre;0,01981209
;75 Jahre;0,02291544
;76 Jahre;0,02598526
;77 Jahre;0,02937827
;78 Jahre;0,03357618
;79 Jahre;0,03799568
;80 Jahre;0,04409497
;81 Jahre;0,05019888
;82 Jahre;0,05731493
;83 Jahre;0,06566719
;84 Jahre;0,07422946
;85 Jahre;0,08587455
;86 Jahre;0,10004783
;87 Jahre;0,11103004
;88 Jahre;0,12484463
;89 Jahre;0,13352338
;90 Jahre;0,15149524
;91 Jahre;0,17753640
;92 Jahre;0,19828899
;93 Jahre;0,22487042
;94 Jahre;0,24296710
;95 Jahre;0,26058299
;96 Jahre;0,27153301
;97 Jahre;0,29170466
;98 Jahre;0,31220481
;99 Jahre;0,33297191
;100 Jahre;0,35394520
2007/09;;
männlich;0 Jahre;0,00406191
;1 Jahr;0,00035593
;2 Jahre;0,00019248
;3 Jahre;0,00015099
;4 Jahre;0,00014409
;5 Jahre;0,00011571
;6 Jahre;0,00010542
;7 Jahre;0,00009671
;8 Jahre;0,00009614
;9 Jahre;0,00008584
;10 Jahre;0,00008942
;11 Jahre;0,00009723
;12 Jahre;0,00010457
;13 Jahre;0,00008755
;14 Jahre;0,00016492
;15 Jahre;0,00019974
;16 Jahre;0,00029653
;17 Jahre;0,00034145
;18 Jahre;0,00055573
;19 Jahre;0,00054531
;20 Jahre;0,00059740
;21 Jahre;0,00056392
;22 Jahre;0,00056265
;23 Jahre;0,00055075
;24 Jahre;0,00057612
;25 Jahre;0,00059266
;26 Jahre;0,00061072
;27 Jahre;0,00063293
;28 Jahre;0,00061969
;29 Jahre;0,00064335
;30 Jahre;0,00066430
;31 Jahre;0,00074123
;32 Jahre;0,00074655
;33 Jahre;0,00072625
;34 Jahre;0,00080797
;35 Jahre;0,00086551
;36 Jahre;0,00091221
;37 Jahre;0,00098766
;38 Jahre;0,00107664
;39 Jahre;0,00117386
;40 Jahre;0,00136338
;41 Jahre;0,00148540
;42 Jahre;0,00161260
;43 Jahre;0,00192310
;44 Jahre;0,00212809
;45 Jahre;0,00241053
;46 Jahre;0,00275445
;47 Jahre;0,00309329
;48 Jahre;0,00353144
;49 Jahre;0,00389535
;50 Jahre;0,00427192
;51 Jahre;0,00480102
;52 Jahre;0,00525956
;53 Jahre;0,00573736
;54 Jahre;0,00640813
;55 Jahre;0,00689851
;56 Jahre;0,00744914
;57 Jahre;0,00796443
;58 Jahre;0,00884252
;59 Jahre;0,00959726
;60 Jahre;0,01060311
;61 Jahre;0,01124215
;62 Jahre;0,01229402
;63 Jahre;0,01313363
;64 Jahre;0,01437270
;65 Jahre;0,01558631
;66 Jahre;0,01667030
;67 Jahre;0,01802782
;68 Jahre;0,01965234
;69 Jahre;0,02161717
;70 Jahre;0,02358892
;71 Jahre;0,02583374
;72 Jahre;0,02909119
;73 Jahre;0,03205816
;74 Jahre;0,03609507
;75 Jahre;0,03971938
;76 Jahre;0,04416219
;77 Jahre;0,04969792
;78 Jahre;0,05563519
;79 Jahre;0,06058343
;80 Jahre;0,06790411
;81 Jahre;0,07486475
;82 Jahre;0,08234153
;83 Jahre;0,09029578
;84 Jahre;0,10028014
;85 Jahre;0,11279794
;86 Jahre;0,12563070
;87 Jahre;0,14188072
;88 Jahre;0,15084206
;89 Jahre;0,16433669
;90 Jahre;0,16982333
;91 Jahre;0,19420850
;92 Jahre;0,21724041
;93 Jahre;0,23419430
;94 Jahre;0,25292036
;95 Jahre;0,27216752
;96 Jahre;0,29187132
;97 Jahre;0,31196717
;98 Jahre;0,33239072
;99 Jahre;0,35307819
;100 Jahre;0,37396669
weiblich;0 Jahre;0,00319961
;1 Jahr;0,00028433
;2 Jahre;0,00016122
;3 Jahre;0,00014339
;4 Jahre;0,00011985
;5 Jahre;0,00009046
;6 Jahre;0,00008018
;7 Jahre;0,00008354
;8 Jahre;0,00006211
;9 Jahre;0,00006348
;10 Jahre;0,00008056
;11 Jahre;0,00007942
;12 Jahre;0,00007665
;13 Jahre;0,00009837
;14 Jahre;0,00012379
;15 Jahre;0,00013556
;16 Jahre;0,00016076
;17 Jahre;0,00017554
;18 Jahre;0,00021844
;19 Jahre;0,00021505
;20 Jahre;0,00021099
;21 Jahre;0,00021615
;22 Jahre;0,00022979
;23 Jahre;0,00022746
;24 Jahre;0,00022735
;25 Jahre;0,00022284
;26 Jahre;0,00026716
;27 Jahre;0,00025813
;28 Jahre;0,00025973
;29 Jahre;0,00027736
;30 Jahre;0,00027444
;31 Jahre;0,00032602
;32 Jahre;0,00034634
;33 Jahre;0,00036179
;34 Jahre;0,00040582
;35 Jahre;0,00042616
;36 Jahre;0,00046632
;37 Jahre;0,00052670
;38 Jahre;0,00058957
;39 Jahre;0,00070326
;40 Jahre;0,00071279
;41 Jahre;0,00083098
;42 Jahre;0,00094595
;43 Jahre;0,00105555
;44 Jahre;0,00113082
;45 Jahre;0,00135256
;46 Jahre;0,00155092
;47 Jahre;0,00173542
;48 Jahre;0,00185296
;49 Jahre;0,00209207
;50 Jahre;0,00233646
;51 Jahre;0,00249079
;52 Jahre;0,00277084
;53 Jahre;0,00303919
;54 Jahre;0,00318615
;55 Jahre;0,00359754
;56 Jahre;0,00379289
;57 Jahre;0,00412628
;58 Jahre;0,00455965
;59 Jahre;0,00477835
;60 Jahre;0,00546788
;61 Jahre;0,00568547
;62 Jahre;0,00627478
;63 Jahre;0,00666863
;64 Jahre;0,00719581
;65 Jahre;0,00774243
;66 Jahre;0,00821976
;67 Jahre;0,00901963
;68 Jahre;0,00979514
;69 Jahre;0,01096766
;70 Jahre;0,01194821
;71 Jahre;0,01334300
;72 Jahre;0,01547515
;73 Jahre;0,01733541
;74 Jahre;0,01932407
;75 Jahre;0,02228117
;76 Jahre;0,02534768
;77 Jahre;0,02895428
;78 Jahre;0,03325811
;79 Jahre;0,03755064
;80 Jahre;0,04337319
;81 Jahre;0,04949578
;82 Jahre;0,05686782
;83 Jahre;0,06495909
;84 Jahre;0,07398580
;85 Jahre;0,08529542
;86 Jahre;0,09664858
;87 Jahre;0,11466154
;88 Jahre;0,12546205
;89 Jahre;0,13976875
;90 Jahre;0,14819657
;91 Jahre;0,17314421
;92 Jahre;0,18898330
;93 Jahre;0,20688293
;94 Jahre;0,22539180
;95 Jahre;0,24444833
;96 Jahre;0,26399029
;97 Jahre;0,28395518
;98 Jahre;0,30428052
;99 Jahre;0,32490420
;100 Jahre;0,34576475
2008/10;;
männlich;0 Jahre;0,00386398
;1 Jahr;0,00032621
;2 Jahre;0,00020848
;3 Jahre;0,00014144
;4 Jahre;0,00013513
;5 Jahre;0,00010559
;6 Jahre;0,00010775
;7 Jahre;0,00008690
;8 Jahre;0,00008292
;9 Jahre;0,00008603
;10 Jahre;0,00008093
;11 Jahre;0,00008859
;12 Jahre;0,00010938
;13 Jahre;0,00010208
;14 Jahre;0,00016439
;15 Jahre;0,00020418
;16 Jahre;0,00026401
;17 Jahre;0,00034528
;18 Jahre;0,00052013
;19 Jahre;0,00050828
;20 Jahre;0,00054195
;21 Jahre;0,00054328
;22 Jahre;0,00053027
;23 Jahre;0,00052590
;24 Jahre;0,00055448
;25 Jahre;0,00056718
;26 Jahre;0,00061140
;27 Jahre;0,00064493
;28 Jahre;0,00060955
;29 Jahre;0,00066767
;30 Jahre;0,00065750
;31 Jahre;0,00070964
;32 Jahre;0,00075147
;33 Jahre;0,00075333
;34 Jahre;0,00082172
;35 Jahre;0,00086644
;36 Jahre;0,00090988
;37 Jahre;0,00097369
;38 Jahre;0,00110599
;39 Jahre;0,00116847
;40 Jahre;0,00132067
;41 Jahre;0,00145275
;42 Jahre;0,00157761
;43 Jahre;0,00184013
;44 Jahre;0,00205067
;45 Jahre;0,00232920
;46 Jahre;0,00261257
;47 Jahre;0,00300929
;48 Jahre;0,00332662
;49 Jahre;0,00376123
;50 Jahre;0,00413178
;51 Jahre;0,00478549
;52 Jahre;0,00513156
;53 Jahre;0,00563175
;54 Jahre;0,00638141
;55 Jahre;0,00679315
;56 Jahre;0,00746103
;57 Jahre;0,00805142
;58 Jahre;0,00881787
;59 Jahre;0,00957013
;60 Jahre;0,01048236
;61 Jahre;0,01136667
;62 Jahre;0,01201952
;63 Jahre;0,01315005
;64 Jahre;0,01409038
;65 Jahre;0,01534539
;66 Jahre;0,01673062
;67 Jahre;0,01773605
;68 Jahre;0,01947024
;69 Jahre;0,02122628
;70 Jahre;0,02331315
;71 Jahre;0,02532176
;72 Jahre;0,02782757
;73 Jahre;0,03139917
;74 Jahre;0,03516491
;75 Jahre;0,03857541
;76 Jahre;0,04277021
;77 Jahre;0,04850114
;78 Jahre;0,05454503
;79 Jahre;0,06026165
;80 Jahre;0,06701564
;81 Jahre;0,07438098
;82 Jahre;0,08156355
;83 Jahre;0,08925716
;84 Jahre;0,09982976
;85 Jahre;0,11167872
;86 Jahre;0,12346221
;87 Jahre;0,13724149
;88 Jahre;0,15397911
;89 Jahre;0,16499951
;90 Jahre;0,17761162
;91 Jahre;0,19071169
;92 Jahre;0,21106159
;93 Jahre;0,23363538
;94 Jahre;0,25237671
;95 Jahre;0,27163782
;96 Jahre;0,29135434
;97 Jahre;0,31146176
;98 Jahre;0,33189583
;99 Jahre;0,35259286
;100 Jahre;0,37349005
weiblich;0 Jahre;0,00309496
;1 Jahr;0,00027864
;2 Jahre;0,00015994
;3 Jahre;0,00012629
;4 Jahre;0,00012176
;5 Jahre;0,00009186
;6 Jahre;0,00008585
;7 Jahre;0,00007930
;8 Jahre;0,00007265
;9 Jahre;0,00006923
;10 Jahre;0,00007568
;11 Jahre;0,00008827
;12 Jahre;0,00007002
;13 Jahre;0,00009471
;14 Jahre;0,00011214
;15 Jahre;0,00013558
;16 Jahre;0,00015912
;17 Jahre;0,00018014
;18 Jahre;0,00022030
;19 Jahre;0,00020539
;20 Jahre;0,00022251
;21 Jahre;0,00021253
;22 Jahre;0,00022143
;23 Jahre;0,00023397
;24 Jahre;0,00022089
;25 Jahre;0,00023313
;26 Jahre;0,00025817
;27 Jahre;0,00027601
;28 Jahre;0,00025359
;29 Jahre;0,00026540
;30 Jahre;0,00027499
;31 Jahre;0,00031082
;32 Jahre;0,00034136
;33 Jahre;0,00034237
;34 Jahre;0,00042025
;35 Jahre;0,00043254
;36 Jahre;0,00046695
;37 Jahre;0,00052882
;38 Jahre;0,00057573
;39 Jahre;0,00067023
;40 Jahre;0,00071931
;41 Jahre;0,00081870
;42 Jahre;0,00091714
;43 Jahre;0,00101984
;44 Jahre;0,00115535
;45 Jahre;0,00129273
;46 Jahre;0,00148150
;47 Jahre;0,00168957
;48 Jahre;0,00181214
;49 Jahre;0,00211417
;50 Jahre;0,00227723
;51 Jahre;0,00246648
;52 Jahre;0,00278010
;53 Jahre;0,00302070
;54 Jahre;0,00319322
;55 Jahre;0,00354146
;56 Jahre;0,00374989
;57 Jahre;0,00406635
;58 Jahre;0,00445710
;59 Jahre;0,00471785
;60 Jahre;0,00537780
;61 Jahre;0,00581909
;62 Jahre;0,00630015
;63 Jahre;0,00679198
;64 Jahre;0,00721893
;65 Jahre;0,00784889
;66 Jahre;0,00848453
;67 Jahre;0,00899342
;68 Jahre;0,00980328
;69 Jahre;0,01068351
;70 Jahre;0,01189069
;71 Jahre;0,01310194
;72 Jahre;0,01483355
;73 Jahre;0,01703063
;74 Jahre;0,01893859
;75 Jahre;0,02211447
;76 Jahre;0,02494002
;77 Jahre;0,02862292
;78 Jahre;0,03289651
;79 Jahre;0,03727068
;80 Jahre;0,04276505
;81 Jahre;0,04883650
;82 Jahre;0,05605446
;83 Jahre;0,06454863
;84 Jahre;0,07364265
;85 Jahre;0,08451072
;86 Jahre;0,09641779
;87 Jahre;0,11092928
;88 Jahre;0,12817286
;89 Jahre;0,13995503
;90 Jahre;0,15593102
;91 Jahre;0,17158677
;92 Jahre;0,18977156
;93 Jahre;0,20771602
;94 Jahre;0,22626166
;95 Jahre;0,24534716
;96 Jahre;0,26491061
;97 Jahre;0,28488984
;98 Jahre;0,30522274
;99 Jahre;0,32584760
;100 Jahre;0,34670335
2009/11;;
männlich;0 Jahre;0,00386782
;1 Jahr;0,00032721
;2 Jahre;0,00018875
;3 Jahre;0,00013906
;4 Jahre;0,00013280
;5 Jahre;0,00010804
;6 Jahre;0,00010566
;7 Jahre;0,00008239
;8 Jahre;0,00008330
;9 Jahre;0,00007853
;10 Jahre;0,00008937
;11 Jahre;0,00008582
;12 Jahre;0,00011128
;13 Jahre;0,00011090
;14 Jahre;0,00015009
;15 Jahre;0,00017803
;16 Jahre;0,00025970
;17 Jahre;0,00033879
;18 Jahre;0,00048147
;19 Jahre;0,00048868
;20 Jahre;0,00053788
;21 Jahre;0,00054041
;22 Jahre;0,00053138
;23 Jahre;0,00052279
;24 Jahre;0,00055956
;25 Jahre;0,00054939
;26 Jahre;0,00058103
;27 Jahre;0,00063296
;28 Jahre;0,00060092
;29 Jahre;0,00065759
;30 Jahre;0,00063989
;31 Jahre;0,00071375
;32 Jahre;0,00073510
;33 Jahre;0,00076333
;34 Jahre;0,00079318
;35 Jahre;0,00083999
;36 Jahre;0,00088085
;37 Jahre;0,00094888
;38 Jahre;0,00109918
;39 Jahre;0,00114800
;40 Jahre;0,00128285
;41 Jahre;0,00136952
;42 Jahre;0,00152940
;43 Jahre;0,00178321
;44 Jahre;0,00198943
;45 Jahre;0,00221497
;46 Jahre;0,00247352
;47 Jahre;0,00288669
;48 Jahre;0,00320727
;49 Jahre;0,00358384
;50 Jahre;0,00400077
;51 Jahre;0,00473103
;52 Jahre;0,00500602
;53 Jahre;0,00551973
;54 Jahre;0,00619290
;55 Jahre;0,00676611
;56 Jahre;0,00728921
;57 Jahre;0,00804515
;58 Jahre;0,00879425
;59 Jahre;0,00954303
;60 Jahre;0,01039186
;61 Jahre;0,01116513
;62 Jahre;0,01198855
;63 Jahre;0,01264343
;64 Jahre;0,01409596
;65 Jahre;0,01505891
;66 Jahre;0,01654110
;67 Jahre;0,01788010
;68 Jahre;0,01914845
;69 Jahre;0,02094265
;70 Jahre;0,02276821
;71 Jahre;0,02492804
;72 Jahre;0,02710852
;73 Jahre;0,02984970
;74 Jahre;0,03386753
;75 Jahre;0,03743755
;76 Jahre;0,04161773
;77 Jahre;0,04674576
;78 Jahre;0,05282011
;79 Jahre;0,05885408
;80 Jahre;0,06505277
;81 Jahre;0,07285302
;82 Jahre;0,08032828
;83 Jahre;0,08790407
;84 Jahre;0,09819141
;85 Jahre;0,10863478
;86 Jahre;0,12091242
;87 Jahre;0,13524707
;88 Jahre;0,14830927
;89 Jahre;0,16726755
;90 Jahre;0,17599623
;91 Jahre;0,19982011
;92 Jahre;0,21635120
;93 Jahre;0,23466118
;94 Jahre;0,25354363
;95 Jahre;0,27293451
;96 Jahre;0,29276938
;97 Jahre;0,31298378
;98 Jahre;0,33351351
;99 Jahre;0,35429504
;100 Jahre;0,37526575
weiblich;0 Jahre;0,00315269
;1 Jahr;0,00026396
;2 Jahre;0,00014894
;3 Jahre;0,00011173
;4 Jahre;0,00011918
;5 Jahre;0,00010107
;6 Jahre;0,00008709
;7 Jahre;0,00008583
;8 Jahre;0,00007364
;9 Jahre;0,00006898
;10 Jahre;0,00007097
;11 Jahre;0,00007997
;12 Jahre;0,00008050
;13 Jahre;0,00008958
;14 Jahre;0,00010839
;15 Jahre;0,00012579
;16 Jahre;0,00015387
;17 Jahre;0,00016047
;18 Jahre;0,00022841
;19 Jahre;0,00020654
;20 Jahre;0,00022199
;21 Jahre;0,00020929
;22 Jahre;0,00022433
;23 Jahre;0,00022858
;24 Jahre;0,00020214
;25 Jahre;0,00021998
;26 Jahre;0,00023667
;27 Jahre;0,00026865
;28 Jahre;0,00025287
;29 Jahre;0,00028692
;30 Jahre;0,00028303
;31 Jahre;0,00030202
;32 Jahre;0,00035447
;33 Jahre;0,00036564
;34 Jahre;0,00042478
;35 Jahre;0,00039776
;36 Jahre;0,00047521
;37 Jahre;0,00053368
;38 Jahre;0,00055671
;39 Jahre;0,00066155
;40 Jahre;0,00070623
;41 Jahre;0,00080150
;42 Jahre;0,00089009
;43 Jahre;0,00102394
;44 Jahre;0,00112316
;45 Jahre;0,00126923
;46 Jahre;0,00140911
;47 Jahre;0,00163512
;48 Jahre;0,00176843
;49 Jahre;0,00205765
;50 Jahre;0,00220300
;51 Jahre;0,00244679
;52 Jahre;0,00274537
;53 Jahre;0,00300654
;54 Jahre;0,00319122
;55 Jahre;0,00354317
;56 Jahre;0,00377220
;57 Jahre;0,00399657
;58 Jahre;0,00441231
;59 Jahre;0,00472202
;60 Jahre;0,00538935
;61 Jahre;0,00574671
;62 Jahre;0,00630765
;63 Jahre;0,00673786
;64 Jahre;0,00734941
;65 Jahre;0,00780987
;66 Jahre;0,00855426
;67 Jahre;0,00913231
;68 Jahre;0,00971063
;69 Jahre;0,01062152
;70 Jahre;0,01160472
;71 Jahre;0,01287719
;72 Jahre;0,01447772
;73 Jahre;0,01626120
;74 Jahre;0,01860754
;75 Jahre;0,02145793
;76 Jahre;0,02449281
;77 Jahre;0,02772371
;78 Jahre;0,03206826
;79 Jahre;0,03630593
;80 Jahre;0,04176558
;81 Jahre;0,04759035
;82 Jahre;0,05514431
;83 Jahre;0,06271158
;84 Jahre;0,07231571
;85 Jahre;0,08275464
;86 Jahre;0,09422269
;87 Jahre;0,10829159
;88 Jahre;0,12228715
;89 Jahre;0,14151697
;90 Jahre;0,15479557
;91 Jahre;0,17768652
;92 Jahre;0,18922594
;93 Jahre;0,20725262
;94 Jahre;0,22588264
;95 Jahre;0,24505411
;96 Jahre;0,26470456
;97 Jahre;0,28477128
;98 Jahre;0,30519163
;99 Jahre;0,32590336
;100 Jahre;0,34684491
2010/12;;
männlich;0 Jahre;0,00375906
;1 Jahr;0,00029015
;2 Jahre;0,00019281
;3 Jahre;0,00014406
;4 Jahre;0,00011843
;5 Jahre;0,00010483
;6 Jahre;0,00009776
;7 Jahre;0,00009401
;8 Jahre;0,00009189
;9 Jahre;0,00009147
;10 Jahre;0,00009309
;11 Jahre;0,00009726
;12 Jahre;0,00010472
;13 Jahre;0,00011670
;14 Jahre;0,00013661
;15 Jahre;0,00017276
;16 Jahre;0,00024290
;17 Jahre;0,00035948
;18 Jahre;0,00044670
;19 Jahre;0,00051054
;20 Jahre;0,00054711
;21 Jahre;0,00056043
;22 Jahre;0,00055942
;23 Jahre;0,00055474
;24 Jahre;0,00055567
;25 Jahre;0,00056356
;26 Jahre;0,00057721
;27 Jahre;0,00059551
;28 Jahre;0,00061727
;29 Jahre;0,00064117
;30 Jahre;0,00066592
;31 Jahre;0,00069188
;32 Jahre;0,00072038
;33 Jahre;0,00075299
;34 Jahre;0,00079153
;35 Jahre;0,00083826
;36 Jahre;0,00089582
;37 Jahre;0,00096608
;38 Jahre;0,00105039
;39 Jahre;0,00115032
;40 Jahre;0,00126766
;41 Jahre;0,00140440
;42 Jahre;0,00156268
;43 Jahre;0,00174507
;44 Jahre;0,00195457
;45 Jahre;0,00219442
;46 Jahre;0,00246804
;47 Jahre;0,00277898
;48 Jahre;0,00313076
;49 Jahre;0,00352604
;50 Jahre;0,00396588
;51 Jahre;0,00444983
;52 Jahre;0,00497552
;53 Jahre;0,00553813
;54 Jahre;0,00613008
;55 Jahre;0,00674599
;56 Jahre;0,00738768
;57 Jahre;0,00805934
;58 Jahre;0,00876728
;59 Jahre;0,00952025
;60 Jahre;0,01032978
;61 Jahre;0,01120591
;62 Jahre;0,01215092
;63 Jahre;0,01316527
;64 Jahre;0,01424825
;65 Jahre;0,01539776
;66 Jahre;0,01661011
;67 Jahre;0,01788907
;68 Jahre;0,01926545
;69 Jahre;0,02078325
;70 Jahre;0,02249842
;71 Jahre;0,02448215
;72 Jahre;0,02682571
;73 Jahre;0,02962824
;74 Jahre;0,03294074
;75 Jahre;0,03679808
;76 Jahre;0,04122647
;77 Jahre;0,04623674
;78 Jahre;0,05181665
;79 Jahre;0,05794106
;80 Jahre;0,06465469
;81 Jahre;0,07204071
;82 Jahre;0,08020056
;83 Jahre;0,08925701
;84 Jahre;0,09935762
;85 Jahre;0,11066629
;86 Jahre;0,12328289
;87 Jahre;0,13725985
;88 Jahre;0,15262412
;89 Jahre;0,16937035
;90 Jahre;0,18745448
;91 Jahre;0,20678302
;92 Jahre;0,22715568
;93 Jahre;0,24827340
;94 Jahre;0,26977002
;95 Jahre;0,29122387
;96 Jahre;0,31217340
;97 Jahre;0,33213944
;98 Jahre;0,35070327
;99 Jahre;0,37194884
;100 Jahre;0,39249673
weiblich;0 Jahre;0,00312728
;1 Jahr;0,00024177
;2 Jahre;0,00017271
;3 Jahre;0,00013287
;4 Jahre;0,00010892
;5 Jahre;0,00009409
;6 Jahre;0,00008474
;7 Jahre;0,00007870
;8 Jahre;0,00007482
;9 Jahre;0,00007280
;10 Jahre;0,00007252
;11 Jahre;0,00007400
;12 Jahre;0,00007740
;13 Jahre;0,00008306
;14 Jahre;0,00009312
;15 Jahre;0,00011306
;16 Jahre;0,00013987
;17 Jahre;0,00017583
;18 Jahre;0,00020139
;19 Jahre;0,00021482
;20 Jahre;0,00021812
;21 Jahre;0,00021550
;22 Jahre;0,00021176
;23 Jahre;0,00021095
;24 Jahre;0,00021371
;25 Jahre;0,00021970
;26 Jahre;0,00022869
;27 Jahre;0,00024051
;28 Jahre;0,00025497
;29 Jahre;0,00027192
;30 Jahre;0,00029142
;31 Jahre;0,00031370
;32 Jahre;0,00033897
;33 Jahre;0,00036748
;34 Jahre;0,00039949
;35 Jahre;0,00043526
;36 Jahre;0,00047537
;37 Jahre;0,00052068
;38 Jahre;0,00057229
;39 Jahre;0,00063152
;40 Jahre;0,00070003
;41 Jahre;0,00077986
;42 Jahre;0,00087278
;43 Jahre;0,00098011
